fileId,title,artist,producer,gn,mode,bpm,offsetMs,src,lvEasy,lvNormal,lvHard,notesEasy,notesNormal,notesHard,durEasy,durNormal,durHard,measEasy,measNormal,measHard,chartBpm,titleZhCn,artistZhCn,titleEn,artistEn,origName,enc,seed,seed1,seed2,innerOff,size
1621,別打電話,我不管家族,丁翰午,sdom1621t.gn,T,104,0,kgn,2,3,4,359,414,482,154,154,154,461,473,478,104,别打电话,我不管家族,,,sdom1621T.gm,rewu,7751303,,,,116592
11622,我的愛情羅曼史,我不管家族,丁翰午,sdom1622k.gn,K,134,0,kgn,5,7,10,480,522,731,114,114,114,457,459,460,134,我的爱情罗曼史,我不管家族,,,sdom1622K.gm,rewu,16559437,,,,93324
1622,我的愛情羅曼史,我不管家族,丁翰午,sdom1622t.gn,T,134,0,kgn,3,4,5,286,325,480,114,114,114,423,429,457,134,我的爱情罗曼史,我不管家族,,,sdom1622T.gm,rewu,935380,,,,93180
11623,Survivor,東方神起,TONY.C,sdom1623k.gn,K,125,20,kgn,2,5,10,291,454,831,147,147,147,238,276,323,125,Survivor,东方神起,Survivor,,sdom1623K.gm,sdom,9458173,,,456,60720
1623,Survivor,東方神起,TONY.C,sdom1623t.gn,T,125,20,kgn,1,2,5,246,291,454,147,147,147,212,238,276,125,Survivor,东方神起,Survivor,,sdom1623T.gm,sdom,5378792,,,456,60720
11624,After School,AH,TONY.C,sdom1624k.gn,K,122,0,kgn,2,6,11,306,496,811,147,147,147,248,272,305,122,After School,AH,After School,AH,sdom1624K.gm,sdom,3628250,,,456,53316
1624,After School,AH,TONY.C,sdom1624t.gn,T,122,0,kgn,2,3,6,306,338,496,147,147,147,248,255,272,122,After School,AH,After School,AH,sdom1624T.gm,sdom,11602070,,,456,53316
11625,Just Dance,Lady GaGa,朱貝,sdom1625k.gn,K,119,0,kgn,3,6,9,338,545,625,135,135,135,271,284,288,119,Just Dance,Lady GaGa,Just Dance,Lady GaGa,sdom1625K.gm,sdom,8967522,,,456,56532
1625,Just Dance,Lady GaGa,朱貝,sdom1625t.gn,T,119,0,kgn,1,3,5,187,285,404,135,135,135,101,231,271,119,Just Dance,Lady GaGa,Just Dance,Lady GaGa,sdom1625T.gm,sdom,7799440,,,456,52176
11626,第二晚,M.H.IS,朱貝,sdom1626k.gn,K,120,1,kgn,3,5,9,347,523,690,154,154,154,258,314,327,120,第二晚,M.H.IS,,M.H.IS,sdom1626K.gm,sdom,10275474,,,456,64728
1626,第二晚,M.H.IS,朱貝,sdom1626t.gn,T,120,1,kgn,1,3,5,195,315,455,154,154,154,196,263,300,120,第二晚,M.H.IS,,M.H.IS,sdom1626T.gm,sdom,9175850,,,456,61084
11627,Why I like you,Super Junior,丁翰午,sdom1627k.gn,K,126,0,kgn,5,9,12,551,698,1052,135,135,135,556,558,558,126,Why I like you,Super Junior,Why I like you,Super Junior,sdom1627K.gm,sdom,9458173,,,456,139680
1627,Why I like you,Super Junior,丁翰午,sdom1627t.gn,T,126,0,kgn,3,4,5,316,359,548,135,135,135,517,540,556,126,Why I like you,Super Junior,Why I like you,Super Junior,sdom1627T.gm,sdom,5378792,,,456,139536
11629,非常好,劉彩英,李寅晨,sdom1629k.gn,K,128,0,kgn,5,7,11,345,532,695,118,118,118,258,268,268,128,非常好,刘彩英,,,sdom1629K.gm,rewu,1044917,,,,49308
1629,非常好,劉彩英,李寅晨,sdom1629t.gn,T,128,0,kgn,2,4,5,246,314,470,118,118,118,241,243,267,128,非常好,刘彩英,,,sdom1629T.gm,rewu,11823522,,,,51960
11631,心痛,7 Size,李寅晨,sdom1631k.gn,K,140,0,kgn,3,6,13,250,419,663,118,118,118,274,287,329,140,心痛,7 Size,,7 Size,sdom1631K.gm,rewu,16559437,,,,55972
1631,心痛,7 Size,李寅晨,sdom1631t.gn,T,140,0,kgn,2,3,6,222,259,418,118,118,118,267,255,287,140,心痛,7 Size,,7 Size,sdom1631T.gm,rewu,935380,,,,55972
11632,"SORRY, SORRY",Super Junior,WolF.R,sdom1632k.gn,K,130,0,kgn,3,6,11,235,395,604,101,101,101,135,189,221,130,"SORRY, SORRY",Super Junior,"SORRY, SORRY",Super Junior,sdom1632K.gm,sdom,9458173,,,456,37236
1632,"SORRY, SORRY",Super Junior,WolF.R,sdom1632t.gn,T,130,0,kgn,1,3,6,153,235,395,101,101,101,105,135,189,130,"SORRY, SORRY",Super Junior,"SORRY, SORRY",Super Junior,sdom1632T.gm,sdom,5378792,,,456,37236
11633,私奔到月球,五月天+陳綺貞,WolF.R,sdom1633k.gn,K,92,0,songname,4,5,8,300,440,572,130,130,130,186,210,216,92,私奔到月球,五月天+陳綺貞,,,sdom1633K.gm,sdom,736269,,,456,55528
1633,私奔到月球,五月天+陳綺貞,WolF.R,sdom1633t.gn,T,92,0,songname,1,4,5,178,300,436,130,130,130,145,186,208,92,私奔到月球,五月天+陳綺貞,,,sdom1633T.gm,sdom,7751303,,,456,55528
11634,抓狂,五月天,WolF.R,sdom1634k.gn,K,95,0,songname,7,9,12,535,720,917,146,146,146,205,210,216,95,抓狂,五月天,,,sdom1634K.gm,sdom,8967522,,,456,44016
1634,抓狂,五月天,WolF.R,sdom1634t.gn,T,95,0,songname,1,4,7,209,345,535,146,146,146,126,186,205,95,抓狂,五月天,,,sdom1634T.gm,sdom,7799440,,,456,44016
11635,沒有如果,梁靜茹,李寅晨,sdom1635k.gn,K,148,0,songname,3,5,16,204,439,670,116,116,116,226,311,377,148,沒有如果,梁靜茹,,,sdom1635K.gm,sdom,10275474,,,456,101168
1635,沒有如果,梁靜茹,李寅晨,sdom1635t.gn,T,148,0,songname,1,2,6,137,246,446,116,116,116,184,275,356,148,沒有如果,梁靜茹,,,sdom1635T.gm,sdom,9175850,,,456,101168
11636,愛靈靈,戴愛玲,李寅晨,sdom1636k.gn,K,81,0,songname,1,6,9,157,363,528,136,136,136,143,175,200,81,愛靈靈,戴愛玲,,,sdom1636K.gm,sdom,8967522,,,456,171420
1636,愛靈靈,戴愛玲,李寅晨,sdom1636t.gn,T,81,0,songname,1,2,3,94,171,223,136,136,136,125,146,158,81,愛靈靈,戴愛玲,,,sdom1636T.gm,sdom,7799440,,,456,207440
11637,玩偶,王力宏,朱貝,sdom1637k.gn,K,135,0,songname,7,13,22,464,891,986,136,136,136,314,334,334,135,玩偶,王力宏,,,sdom1637K.gm,sdom,1044917,,,456,139704
1637,玩偶,王力宏,朱貝,sdom1637t.gn,T,135,0,songname,1,3,5,196,306,453,136,136,136,210,273,307,135,玩偶,王力宏,,,sdom1637T.gm,sdom,11823522,,,456,215584
11638,One Day,柯有綸,TONY.C,sdom1638k.gn,K,158.8,0,songname,3,6,15,255,487,936,114,114,114,161,283,320,158.8,One Day,柯有綸,One Day,,sdom1638K.gm,sdom,736269,,,456,56244
1638,One Day,柯有綸,TONY.C,sdom1638t.gn,T,158.8,0,songname,3,4,6,255,298,487,114,114,114,161,203,283,158.8,One Day,柯有綸,One Day,,sdom1638T.gm,sdom,8967522,,,456,56244
11639,Yeah Yeah Yeah,證聲,WolF.R,sdom1639k.gn,K,185,0,songname,8,11,18,520,681,827,110,110,110,278,311,340,185,Yeah Yeah Yeah,證聲,Yeah Yeah Yeah,,sdom1639K.gm,sdom,9458173,,,456,63204
1639,Yeah Yeah Yeah,證聲,WolF.R,sdom1639t.gn,T,185,0,songname,1,3,8,187,286,520,110,110,110,136,199,278,185,Yeah Yeah Yeah,證聲,Yeah Yeah Yeah,,sdom1639T.gm,sdom,3628250,,,456,63204
11640,LOVERS,證聲,WolF.R,sdom1640k.gn,K,151,0,songname,7,11,13,539,759,971,154,154,154,265,324,373,151,LOVERS,證聲,LOVERS,,sdom1640K.gm,sdom,9458173,,,456,64920
1640,LOVERS,證聲,WolF.R,sdom1640t.gn,T,151,0,songname,2,4,7,258,356,539,154,154,154,179,236,265,151,LOVERS,證聲,LOVERS,,sdom1640T.gm,sdom,5378792,,,456,64920
11641,SKATE PUNK,證聲,WolF.R,sdom1641k.gn,K,188,13,songname,6,10,11,359,513,627,80,80,80,179,224,229,188,SKATE PUNK,證聲,SKATE PUNK,,sdom1641K.gm,sdom,10275474,,,456,43020
1641,SKATE PUNK,證聲,WolF.R,sdom1641t.gn,T,188,13,songname,1,3,6,134,215,359,80,80,80,92,127,179,188,SKATE PUNK,證聲,SKATE PUNK,,sdom1641T.gm,sdom,9175850,,,456,43020
11642,ONLIE,證聲,WolF.R,sdom1642k.gn,K,196,0,songname,6,9,14,336,507,709,88,88,88,223,270,284,196,ONLIE,證聲,ONLIE,,sdom1642K.gm,sdom,4675663,,,456,52380
1642,ONLIE,證聲,WolF.R,sdom1642t.gn,T,196,0,songname,1,3,6,142,241,336,88,88,88,103,179,223,196,ONLIE,證聲,ONLIE,,sdom1642T.gm,sdom,13176189,,,456,52380
11643,Point of no return,證聲,朱貝,sdom1643k.gn,K,170,4,songname,7,11,18,506,966,1038,151,151,151,341,459,455,170,Point of no return,證聲,Point of no return,,sdom1643K.gm,sdom,4182225,,,456,88068
1643,Point of no return,證聲,朱貝,sdom1643t.gn,T,170,4,songname,1,2,6,217,326,463,151,151,151,251,329,387,170,Point of no return,證聲,Point of no return,,sdom1643T.gm,sdom,6427808,,,456,80796
11644,Wink Wink,證聲,朱貝,sdom1644k.gn,K,140,0,songname,7,13,21,538,623,680,121,121,121,295,300,295,140,Wink Wink,證聲,Wink Wink,,sdom1644K.gm,sdom,11795152,,,456,57252
1644,Wink Wink,證聲,朱貝,sdom1644t.gn,T,140,0,songname,1,3,5,225,296,336,121,121,121,224,260,269,140,Wink Wink,證聲,Wink Wink,,sdom1644T.gm,sdom,8834318,,,456,55008
11645,Wrap Your Arms,證聲,丁翰午,sdom1645k.gn,K,128,0,songname,5,8,17,464,618,904,136,136,136,524,528,531,128,Wrap Your Arms,證聲,Wrap Your Arms,,sdom1.gm,sdom,14955976,,,456,117324
1645,Wrap Your Arms,證聲,丁翰午,sdom1645t.gn,T,128,0,songname,3,4,5,317,342,464,136,136,136,495,501,524,128,Wrap Your Arms,證聲,Wrap Your Arms,,sdom1.gm,sdom,6913807,,,456,112788
11646,THE GAME IS OVER,證聲,丁翰午,sdom1646k.gn,K,128,8,songname,4,9,13,340,572,858,118,118,118,414,428,435,128,THE GAME IS OVER,證聲,THE GAME IS OVER,,sdom1646K.gm,sdom,9458173,,,456,91776
1646,THE GAME IS OVER,證聲,丁翰午,sdom1646t.gn,T,128,8,songname,2,3,4,199,314,322,118,118,118,351,400,421,128,THE GAME IS OVER,證聲,THE GAME IS OVER,,sdom1646T.gm,sdom,5378792,,,456,89940
11647,Fresh DAB,證聲,李寅晨,sdom1647k.gn,K,87.5,0,songname,1,6,17,122,345,553,98,98,98,122,152,156,87.5,Fresh DAB,證聲,Fresh DAB,,sdom1647K.gm,sdom,736269,,,456,33744
1647,Fresh DAB,證聲,李寅晨,sdom1647t.gn,T,87.5,0,songname,1,3,6,119,237,345,98,98,98,120,141,153,87.5,Fresh DAB,證聲,Fresh DAB,,sdom1647T.gm,sdom,7751303,,,456,33744
11648,情流感,盧學睿,TONY.C,sdom1648k.gn,K,96,0,songname,1,5,10,160,266,455,100,100,100,136,151,165,96,情流感,盧學睿,,,sdom1648K.gm,sdom,9458173,,,456,30072
1648,情流感,盧學睿,TONY.C,sdom1648t.gn,T,96,0,songname,1,2,5,160,175,266,100,100,100,136,143,151,96,情流感,盧學睿,,,sdom1648T.gm,sdom,5378792,,,456,30072
11649,舞棍,青鳥飛魚,TONY.C,sdom1649k.gn,K,120,0,songname,1,6,11,203,443,764,128,128,128,186,223,248,120,舞棍,青鳥飛魚,,,sdom1649K.gm,sdom,3628250,,,456,45552
1649,舞棍,青鳥飛魚,TONY.C,sdom1649t.gn,T,120,0,songname,1,2,6,203,228,443,128,128,128,186,200,223,120,舞棍,青鳥飛魚,,,sdom1649T.gm,sdom,11602070,,,456,45552
11650,怪怪女,青鳥飛魚,丁翰午,sdom1650k.gn,K,150,0,songname,5,7,11,351,469,631,104,104,104,410,423,432,150,怪怪女,青鳥飛魚,,,sdom1.gm,sdom,9458173,,,456,85596
1650,怪怪女,青鳥飛魚,丁翰午,sdom1650t.gn,T,150,0,songname,4,5,6,310,351,441,104,104,104,402,409,420,150,怪怪女,青鳥飛魚,,,sdom1.gm,sdom,5378792,,,456,83208
11651,DNA,by2,WolF.R,sdom1651k.gn,K,122,0,songname,3,5,10,304,395,584,121,121,121,195,224,247,122,DNA,by2,DNA,by2,sdom1.gm,sdom,9458173,,,456,49008
1651,DNA,by2,WolF.R,sdom1651t.gn,T,122,0,songname,1,3,5,191,304,395,121,121,121,137,195,224,122,DNA,by2,DNA,by2,sdom1.gm,sdom,5378792,,,456,41088
11652,買買買,by2,朱貝,sdom1652k.gn,K,130,0,songname,6,12,17,513,876,984,131,131,131,302,313,312,130,買買買,by2,,by2,sdom1652K.gm,sdom,736269,,,456,63132
1652,買買買,by2,朱貝,sdom1652t.gn,T,130,0,songname,1,2,5,178,273,396,131,131,131,189,248,272,130,買買買,by2,,by2,sdom1652T.gm,sdom,7751303,,,456,90364
11653,好好愛^O^(甜蜜真實版),by2,朱貝,sdom1653k.gn,K,90,0,songname,3,6,10,342,523,734,128,128,128,212,212,212,90,好好愛^O^(甜蜜真實版),by2,,by2,sdom1653K.gm,sdom,8967522,,,456,42168
1653,好好愛^O^(甜蜜真實版),by2,朱貝,sdom1653t.gn,T,90,0,songname,1,2,3,182,233,329,128,128,128,171,188,202,90,好好愛^O^(甜蜜真實版),by2,,by2,sdom1653T.gm,sdom,7799440,,,456,48792
11654,Don't go away,by2,丁翰午,sdom1654k.gn,K,88,0,songname,3,5,9,328,345,511,139,139,139,344,346,355,88,Don't go away,by2,Don't go away,by2,sdom1654K.gm,sdom,1044917,,,456,105684
1654,Don't go away,by2,丁翰午,sdom1654t.gn,T,88,0,songname,2,3,4,264,314,340,139,139,139,334,343,346,88,Don't go away,by2,Don't go away,by2,sdom1654T.gm,sdom,11823522,,,456,106484
11655,大聲唱,強辯樂團,TONY.C,sdom1655k.gn,K,170,0,songname,3,4,12,240,342,768,111,111,111,201,239,314,170,大聲唱,強辯樂團,,,sdom1655K.gm,sdom,4675663,,,456,48612
1655,大聲唱,強辯樂團,TONY.C,sdom1655t.gn,T,170,0,songname,1,3,4,200,240,342,111,111,111,174,201,239,170,大聲唱,強辯樂團,,,sdom1655T.gm,sdom,13176189,,,456,48612
11656,對手,強辯樂團+武虎將+東城衛,TONY.C,sdom1656k.gn,K,153,-5,songname,4,7,18,219,389,961,144,144,144,193,276,351,153,對手,辯樂團+武虎將+東城衛,,,sdom1656K.gm,sdom,7836746,,,456,57480
1656,對手,強辯樂團+武虎將+東城衛,TONY.C,sdom1656t.gn,T,153,-5,songname,1,4,7,162,217,387,144,144,144,178,191,273,153,對手,辯樂團+武虎將+東城衛,,,sdom1656T.gm,sdom,15637509,,,456,57480
11657,終極三國,曾沛慈+東城衛,WolF.R,sdom1657k.gn,K,115,0,songname,6,8,15,327,463,636,104,104,104,185,212,218,115,終極三國,曾沛慈+東城衛,,,sdom1.gm,sdom,9458173,,,456,40416
1657,終極三國,曾沛慈+東城衛,WolF.R,sdom1657t.gn,T,115,0,songname,1,6,8,145,327,461,104,104,104,131,185,211,115,終極三國,曾沛慈+東城衛,,,sdom1.gm,sdom,3628250,,,456,32844
11658,無賴正義,CoLoR+趙又廷,丁翰午,sdom1658k.gn,K,188,0,songname,6,8,17,509,577,913,131,131,131,617,628,648,188,無賴正義,CoLoR+趙又廷,,,sdom1658K.gm,sdom,8967522,,,456,130404
1658,無賴正義,CoLoR+趙又廷,丁翰午,sdom1658t.gn,T,188,0,songname,4,5,6,350,470,511,131,131,131,540,603,614,188,無賴正義,CoLoR+趙又廷,,,sdom1658T.gm,sdom,7799440,,,456,126972
11659,Perfect Stranger,痞克四 自從+鄒承恩,丁翰午,sdom1659k.gn,K,100,0,songname,5,7,12,421,512,762,148,148,148,431,443,448,100,Perfect Stranger,痞克四 自從+鄒承恩,Perfect Stranger,,sdom1659K.gm,sdom,10275474,,,456,206568
1659,Perfect Stranger,痞克四 自從+鄒承恩,丁翰午,sdom1659t.gn,T,100,0,songname,3,4,5,362,404,462,148,148,148,428,430,441,100,Perfect Stranger,痞克四 自從+鄒承恩,Perfect Stranger,,sdom1659T.gm,sdom,9175850,,,456,208448
11660,鐵人,CoLoR,朱貝,sdom1660k.gn,K,94,0,songname,7,10,17,560,640,867,150,150,150,255,258,257,94,鐵人,CoLoR,,CoLoR,sdom1660K.gm,sdom,16559437,,,456,50988
1660,鐵人,CoLoR,朱貝,sdom1660t.gn,T,94,0,songname,1,3,5,198,331,458,150,150,150,189,235,251,94,鐵人,CoLoR,,CoLoR,sdom1660T.gm,sdom,935380,,,456,50916
11661,My Generation,證聲,丁翰午,sdom1661k.gn,K,150,0,songname,4,5,13,329,389,644,108,108,108,410,421,429,150,My Generation,證聲,My Generation,,sdom1661K.gm,sdom,16559437,,,456,92184
1661,My Generation,證聲,丁翰午,sdom1661t.gn,T,150,0,songname,3,4,5,278,329,382,108,108,108,396,410,420,150,My Generation,證聲,My Generation,,sdom1661T.gm,sdom,935380,,,456,90560
11662,Road Movie,證聲,WolF.R,sdom1662k.gn,K,117,-5,songname,6,10,12,498,632,893,131,131,131,217,251,257,117,Road Movie,證聲,Road Movie,,sdom1662K.gm,sdom,9458173,,,456,50016
1662,Road Movie,證聲,WolF.R,sdom1662t.gn,T,117,-5,songname,1,6,10,165,498,632,131,131,131,103,217,251,117,Road Movie,證聲,Road Movie,,sdom1662T.gm,sdom,5378792,,,456,50016
11675,太陽無用,橘子新樂園,朱貝,sdom1675k.gn,K,145,0,songname,6,10,17,565,821,1156,148,148,148,373,393,395,145,太陽無用,橘子新樂園,,,sdom1675K.gm,sdom,9458173,,,456,82000
1675,太陽無用,橘子新樂園,朱貝,sdom1675t.gn,T,145,0,songname,2,4,6,232,358,490,148,148,148,236,307,355,145,太陽無用,橘子新樂園,,,sdom1675T.gm,sdom,3628250,,,456,57432
11676,Hana 花,橘子新樂園,朱貝,sdom1676k.gn,K,92,17,songname,5,11,16,442,679,761,122,122,122,202,206,209,92,Hana 花,橘子新樂園,,,sdom1676K.gm,sdom,1044917,,,456,52260
1676,Hana 花,橘子新樂園,朱貝,sdom1676t.gn,T,92,17,songname,1,3,4,191,281,390,122,122,122,162,188,202,92,Hana 花,橘子新樂園,,,sdom1676T.gm,sdom,16559437,,,456,36300
11677,愛的大行進,橘子新樂園,TONY.C,sdom1677k.gn,K,114,8,songname,2,5,8,238,377,524,120,120,120,187,202,212,114,愛的大行進,橘子新樂園,,,sdom1677K.gm,sdom,9458173,,,456,39840
1677,愛的大行進,橘子新樂園,TONY.C,sdom1677t.gn,T,114,8,songname,1,2,4,166,238,359,120,120,120,156,187,194,114,愛的大行進,橘子新樂園,,,sdom1677T.gm,sdom,3628250,,,456,39840
11678,小姐，請你給我愛,橘子新樂園,TONY.C,sdom1678k.gn,K,160,8,songname,3,9,11,321,667,1010,154,154,154,276,377,405,160,小姐，請你給我愛,橘子新樂園,,,sdom1678K.gm,sdom,9458173,,,456,78276
1678,小姐，請你給我愛,橘子新樂園,TONY.C,sdom1678t.gn,T,160,8,songname,2,3,6,263,327,514,154,154,154,250,285,334,160,小姐，請你給我愛,橘子新樂園,,,sdom1678T.gm,sdom,3628250,,,456,78276
11679,天色,中川翔子,李寅晨,sdom1679k.gn,K,174.02,15,songname,3,7,14,291,467,616,113,113,113,279,286,304,174.02,天色,中川翔子,,,sdom1679K.gm,sdom,9458173,,,456,60224
1679,天色,中川翔子,李寅晨,sdom1679t.gn,T,174.02,15,songname,1,2,3,157,253,291,113,113,113,196,260,279,174.02,天色,中川翔子,,,sdom1679T.gm,sdom,3628250,,,456,60224
11680,夏日初體驗,棒棒堂,李寅晨,sdom1680k.gn,K,142.01,0,songname,2,5,8,291,474,676,147,147,147,306,353,366,142.01,夏日初體驗,棒棒堂,,,sdom1680K.gm,sdom,9458173,,,456,68088
1680,夏日初體驗,棒棒堂,李寅晨,sdom1680t.gn,T,142.01,0,songname,1,2,3,162,284,310,147,147,147,205,287,306,142.01,夏日初體驗,棒棒堂,,,sdom1680T.gm,sdom,3628250,,,456,68088
11681,我們之間,棒棒堂,丁翰午,sdom1681k.gn,K,160,0,songname,3,4,9,325,384,594,144,144,144,527,555,610,160,我們之間,棒棒堂,,,sdom1681K.gm,sdom,9458173,,,456,159468
1681,我們之間,棒棒堂,丁翰午,sdom1681t.gn,T,160,0,songname,2,3,4,273,325,383,144,144,144,499,527,555,160,我們之間,棒棒堂,,,sdom1681T.gm,sdom,3628250,,,456,151588
11682,哪裡怕,棒棒堂,丁翰午,sdom1682k.gn,K,108,0,songname,4,7,13,400,638,928,160,160,160,460,470,478,108,哪裡怕,棒棒堂,,,sdom1682K.gm,sdom,9458173,,,456,97284
1682,哪裡怕,棒棒堂,丁翰午,sdom1682t.gn,T,108,0,songname,3,4,5,356,400,548,160,160,160,454,460,465,108,哪裡怕,棒棒堂,,,sdom1682T.gm,sdom,3628250,,,456,95412
11683,破天荒,張芸京,WolF.R,sdom1683k.gn,K,123,9,songname,6,11,12,266,462,513,93,93,93,186,204,205,123,破天荒,張芸京,,,sdom1683K.gm,sdom,9458173,,,456,37776
1683,破天荒,張芸京,WolF.R,sdom1683t.gn,T,123,9,songname,1,4,6,137,263,266,93,93,93,113,151,186,123,破天荒,張芸京,,,sdom1683T.gm,sdom,5378792,,,456,27096
11684,痞子和英雄,鄒承恩,WolF.R,sdom1684k.gn,K,166,16,songname,5,8,12,341,486,638,115,115,115,227,279,303,166,痞子和英雄,鄒承恩,,,sdom1684K.gm,sdom,1044917,,,456,53544
1684,痞子和英雄,鄒承恩,WolF.R,sdom1684t.gn,T,166,16,songname,2,5,8,183,341,486,115,115,115,124,227,279,166,痞子和英雄,鄒承恩,,,sdom1684T.gm,sdom,16559437,,,456,53544
11685,Fire,2NE1,朱貝,sdom1685k.gn,K,126,-6,kgn,4,9,16,443,686,1046,148,148,148,277,336,345,126,Fire,2NE1,Fire,2NE1,sdom1685K.gm,sdom,11049386,,,456,71628
1685,Fire,2NE1,朱貝,sdom1685t.gn,T,126,-6,kgn,1,3,5,230,357,476,148,148,148,115,295,315,126,Fire,2NE1,Fire,2NE1,sdom1685T.gm,sdom,14701905,,,456,45960
11686,Diva,After School,朱貝,sdom1686k.gn,K,130,14,kgn,4,8,13,401,778,982,140,140,140,283,333,327,130,Diva,After School,Diva,After School,sdom1686K.gm,sdom,10989279,,,456,63192
1686,Diva,After School,朱貝,sdom1686t.gn,T,130,14,kgn,1,2,5,190,318,463,140,140,140,198,284,303,130,Diva,After School,Diva,After School,sdom1686T.gm,sdom,6694286,,,456,50376
11687,Dream Girl,AfterSchool,TONY.C,sdom1687k.gn,K,131,0,kgn,6,7,13,436,633,941,161,161,161,282,290,363,131,Dream Girl,AfterSchool,Dream Girl,AfterSchool,sdom1687K.gm,rewu,9458173,,,,61176
1687,Dream Girl,AfterSchool,TONY.C,sdom1687t.gn,T,131,0,kgn,1,2,6,244,324,436,159,159,161,202,254,282,131,Dream Girl,AfterSchool,Dream Girl,AfterSchool,sdom1687T.gm,rewu,3628250,,,,61176
11688,傻瓜一樣,JunJin,TONY.C,sdom1688k.gn,K,125,5,kgn,3,6,10,284,467,615,115,115,115,214,235,252,125,傻瓜一样,JunJin,,JunJin,sdom1688K.gm,sdom,1044917,,,456,56612
1688,傻瓜一樣,JunJin,TONY.C,sdom1688t.gn,T,125,5,kgn,2,3,4,242,272,328,115,115,115,203,207,225,125,傻瓜一样,JunJin,,JunJin,sdom1688T.gm,sdom,16559437,,,456,56468
11689,魅力人生,Miss Joo,丁翰午,sdom1689k.gn,K,110,-4,kgn,3,5,8,368,418,692,139,139,139,460,463,471,110,魅力人生,Miss Joo,,Miss Joo,sdom1689K.gm,sdom,736269,,,456,95832
1689,魅力人生,Miss Joo,丁翰午,sdom1689t.gn,T,110,-4,kgn,2,3,5,261,367,418,139,139,139,430,460,463,110,魅力人生,Miss Joo,,Miss Joo,sdom1689T.gm,sdom,8967522,,,456,94584
11690,Shake You Boby,Navid,丁翰午,sdom1690k.gn,K,118,0,kgn,4,6,8,284,389,477,101,101,101,315,330,334,118,Shake You Boby,Navid,Shake You Boby,Navid,sdom1690K.gm,rewu,10275474,,,,81100
1690,Shake You Boby,Navid,丁翰午,sdom1690t.gn,T,118,0,kgn,3,4,5,232,281,355,101,101,101,313,313,327,118,Shake You Boby,Navid,Shake You Boby,Navid,sdom1690T.gm,rewu,4675663,,,,79600
11691,Bye Bye,ShinGun,李寅晨,sdom1691k.gn,K,127,75,kgn,1,5,12,180,292,514,107,107,106,187,203,229,127,Bye Bye,ShinGun,Bye Bye,ShinGun,sdom1691K.gm,rewu,9458173,,,,43576
1691,Bye Bye,ShinGun,李寅晨,sdom1691t.gn,T,127,75,kgn,1,4,5,180,230,299,107,107,107,187,178,186,127,Bye Bye,ShinGun,Bye Bye,ShinGun,sdom1691T.gm,rewu,3628250,,,,43576
11692,Play,SS501,李寅晨,sdom1692k.gn,K,117.02,36,kgn,1,5,12,240,452,707,149,149,149,255,287,301,117.02,Play,SS501,Play,SS501,sdom1692K.gm,rewu,1044917,,,,56004
1692,Play,SS501,李寅晨,sdom1692t.gn,T,117.02,36,kgn,1,4,5,237,389,452,149,149,149,253,267,287,117.02,Play,SS501,Play,SS501,sdom1692T.gm,rewu,16559437,,,,71068
11693,就是你,SuperJunior,WolF.R,sdom1693k.gn,K,120,7,kgn,3,7,10,226,397,577,92,92,92,136,177,179,120,就是你,SuperJunior,,SuperJunior,sdom1693K.gm,sdom,7836746,,,456,33840
1693,就是你,SuperJunior,WolF.R,sdom1693t.gn,T,120,7,kgn,1,3,4,111,226,266,92,92,92,61,136,154,120,就是你,SuperJunior,,SuperJunior,sdom1693T.gm,sdom,6271120,,,456,33840
11694,Bye Bye,TaeGoon,WolF.R,sdom1694k.gn,K,130,16,kgn,5,8,12,296,440,639,97,97,97,148,182,209,130,Bye Bye,TaeGoon,Bye Bye,TaeGoon,sdom1694K.gm,rewu,5194969,,,,34968
1694,Bye Bye,TaeGoon,WolF.R,sdom1694t.gn,T,130,16,kgn,1,4,5,176,274,296,97,97,97,108,139,148,130,Bye Bye,TaeGoon,Bye Bye,TaeGoon,sdom1694T.gm,rewu,11565634,,,,34968
11695,愛極限,許慧欣,朱貝,sdom1695k.gn,K,147,-4,songname,4,8,14,418,767,1045,143,143,143,328,365,369,147,爱极限,许慧欣,,,sdom1695K.gm,rewu,9458173,,,,68184
1695,愛極限,許慧欣,朱貝,sdom1695t.gn,T,147,-4,songname,2,4,6,244,361,497,143,143,143,242,312,337,147,爱极限,许慧欣,,,sdom1695T.gm,rewu,3628250,,,,56172
11696,魔法般的愛,殆死悲愛,朱貝,sdom1696k.gn,K,92,0,kgn,4,8,12,389,596,675,127,127,127,212,214,214,92,魔法般的爱,殆死悲爱,,,sdom1696K.gm,rewu,1044917,,,,41664
1696,魔法般的愛,殆死悲愛,朱貝,sdom1696t.gn,T,92,0,kgn,1,3,5,190,270,396,127,127,127,162,188,204,92,魔法般的爱,殆死悲爱,,,sdom1696T.gm,rewu,16559437,,,,35508
11697,墜入愛河,殆死悲愛,朱貝,sdom1697k.gn,K,96,5,kgn,4,7,12,269,369,514,87,87,87,147,149,149,96,坠入爱河,殆死悲爱,,,sdom1697K.gm,rewu,9458173,,,,28920
1697,墜入愛河,殆死悲愛,朱貝,sdom1697t.gn,T,96,5,kgn,1,2,4,133,185,259,87,87,87,116,135,146,96,坠入爱河,殆死悲爱,,,sdom1697T.gm,rewu,3628250,,,,26544
