gn,fileId,title,artist
sdom1554,11554,Second Heaven,玩家原創
sdom1553,11553,J219,玩家原創
sdom1552,11552,Anisakis,玩家原創
sdom1551,11551,So What,周定緯
sdom1550,11550,Eyes Say,林永俊
sdom1549,11549,國王皇后,大嘴巴
sdom1548,11548,宇宙小姐,S.H.E
sdom1547,11547,GHOST REVIVAL,玩家原創
sdom1546,11546,街道,林俊杰
sdom1545,11545,PP別黏在椅上,by2
sdom1534,11534,high and mighty color,amazing
sdom1533,11533,Winter Buttery,Foxxi misQ
sdom1531,11531,拿手絕活,羅志祥
sdom1530,11530,撐腰,羅志祥
sdom1529,11529,箇中強手,羅志祥
sdom1528,11528,搖滾怎麼了,王力宏
sdom1527,11527,小心眼,大嘴巴
sdom1526,11526,Da Now一場,大嘴巴
sdom1525,11525,Lovefool,蔡依林
sdom1524,11524,Lady Marmalade,蔡依林
sdom1523,11523,Kiss Me,蔡依林
sdom1522,11522,Disturbia,Rihanna蕾哈娜
sdom1521,11521,When I Grow Up,小野貓
sdom1520,11520,我是你的誰,黃立行
sdom1519,11519,想念聖誕節,蕭亞軒
sdom1518,11518,男傭,吳克群
sdom1517,11517,殺手,林俊傑
sdom1516,11516,湘南海鷗,南拳媽媽
sdom1515,11515,夜訪吸血鬼,五月天
sdom1514,11514,出頭天,五月天
sdom1513,11513,Closer,尼歐
sdom1512,11512,你是壞人,楊丞琳
sdom1503,11503,You are not alone,周定緯
sdom1502,11502,Always Online,林俊傑
sdom1501,11501,感覺特別,胡彥斌
sdom1499,11499,愛的城堡,卓文萱
sdom1498,11498,不說,卓文萱
sdom1497,11497,獨家快樂,卓文萱
sdom1496,11496,超級喜歡,卓文萱
sdom1493,11493,滿滿的都是愛,梁靜茹
sdom1492,11492,不敗的戀人,徐若瑄
sdom1491,11491,幸福的節拍,楊丞琳
sdom1490,11490,愛我請shut up,楊丞琳
sdom1489,11489,半熟宣言,楊丞琳
sdom1488,11488,太煩惱,楊丞琳
sdom1487,11487,自由REMIX,李心潔
sdom1486,11486,笑忘歌,五月天
sdom1485,11485,春天的吶喊,五月天
sdom1484,11484,生存以上生活以下,五月天
sdom1483,11483,噢買尬,五月天
sdom1482,11482,爆肝,五月天
sdom1480,11480,The Kinslayer,Nightwish
sdom1479,11479,TABO0,幸田來未
sdom1477,11477,WHATEVER,濱崎步
sdom1474,11474,untouched,The Veronicas
sdom1473,11473,Happy Birthday,NEWS
sdom1472,11472,討厭,G-Zone
sdom1471,11471,間隔,G-Zone
sdom1470,11470,偶然の確率,GIRL NEXT DOOR
sdom1469,11469,藏經閣,棒棒堂
sdom1468,11468,乂,陳嘉唯
sdom1467,11467,愛的奇蹟,陳嘉唯
sdom1466,11466,RUN,朱婧
sdom1465,11465,香草天空,關煒棠
sdom1464,11464,是什麼音樂讓你覺得舒服,J.WU feat HotDog&大支
sdom1463,11463,大暴走,Color彩色拼塗
sdom1462,11462,愛上愛,非同小可
sdom1461,11461,不潮不用花錢,林俊傑
sdom1460,11460,街道,林俊傑
sdom1459,11459,主角,林俊傑&MACHI
sdom1458,11458,小酒窩,林俊傑&阿Sa
sdom1446,11446,愛情和戰爭,Davichi
sdom1445,11445,The Heavens Remix,玩家原創
sdom1442,11442,我愛你,徐智英
sdom1441,11441,太陽昇起的那天,申智
sdom1440,11440,愛情男女,我不管家族
sdom1439,11439,Hung Up,Madonna
sdom1438,11438,夏日的請求,OH SONG
sdom1437,11437,辛德瑞拉,徐仁英
sdom1436,11436,我的愛,殆死悲愛
sdom1435,11435,U-Go-Girl,李孝利
sdom1434,11434,She The One,V
sdom1433,11433,沒關係,SSEN
sdom1432,11432,除了愛情我什麼都不懂,Sunny Hill
sdom1431,11431,Romi,Change
sdom1430,11430,Walk-My Love,J
sdom1429,11429,每天每天,Bigbang
sdom1428,11428,Oh My Friend,Bigbang
sdom1427,11427,Luv U,Battle
sdom1426,11426,DISCO,嚴正花
sdom1425,11425,伸展翅膀,烏龜
sdom1424,11424,SolBi,Doit Doit
sdom1423,11423,要走嗎,SeeYa
sdom1422,11422,CRAZY LOVE,東方神起
sdom1421,11421,沒關係,IU
sdom1420,11420,Moonlight Girl,玄英
sdom1419,11419,Every Sweet Day,IU
sdom1418,11418,Ready ot love,BEG
sdom1417,11417,Lady,BigBang
sdom1416,11416,橡皮筋,Sunny Hill
sdom1415,11415,happy go,甦醒
sdom1414,11414,We can do it,Shoko Nakagawa
sdom1413,11413,斷念,SARA
sdom1412,11412,Asereje,Las Ketchup
sdom1411,11411,怎麼辦,Brown Eyed Girls
sdom1410,11410,BRAND NEW WORLD,D-51
sdom1409,11409,天國,BigBang
sdom1408,11408,step by step,Ballte
sdom1401,11401,honey money,張惠春
sdom1400,11400,期待愛,林俊傑&金莎
sdom1399,11399,左邊,楊丞琳
sdom1398,11398,Friend Or Foe,T.A.T.U
sdom1397,11397,Don't Stop The Music,Rihanna
sdom1396,11396,許願池的希臘少女,蔡依林
sdom1395,11395,獨立,蜜雪薇琪
sdom1394,11394,Pump it,黑眼豆豆
sdom1393,11393,香草吧噗,南拳媽媽
sdom1392,11392,特務J,蔡依林
sdom1391,11391,Mr.Q(REMIX版),蔡依林
sdom1390,11390,讓讓,蔡依林
sdom1389,11389,我秀故我在,羅志祥
sdom1388,11388,敗給你,羅志祥
sdom1387,11387,SUPERMAN,倪子岡
sdom1386,11386,絕對無敵,倪子岡
sdom1385,11385,暫停戀愛,蕭亞軒
sdom1384,11384,Hey Girl,蕭亞軒
sdom1383,11383,More More More,蕭亞軒
sdom1382,11382,I'll be there,蕭亞軒
sdom1376,11376,A(10/24歌舞青春3:畢業季),歌舞青春
sdom1375,11375,T(10/24歌舞青春3:畢業季),歌舞青春
sdom1374,11374,N(10/24歌舞青春3:畢業季),歌舞青春
sdom1365,11365,今天晚上怎麼樣,Meilin
sdom1364,11364,離別公式,Yeon Seo
sdom1363,11363,Go!!,Rhymer
sdom1362,11362,Alright,Rhymer
sdom1361,11361,搖擺吧,Kil
sdom1360,11360,捉迷藏,MC夢
sdom1359,11359,Astraea,Hashimoto Miyuki
sdom1358,11358,在我之前,Enjel
sdom1357,11357,Don't You Worry,Bown Eyes
sdom1356,11356,With U,BIGBANG
sdom1355,11355,愛戀Remix,久游
sdom1354,11354,血淚Remix,久游
sdom1353,11353,地獄之門Remix,久游
sdom1352,11352,Love Dance,Super Kidd
sdom1351,11351,雜耍,MC夢
sdom1350,11350,Kil Gun,LMS
sdom1349,11349,DANCE DANCE,Cool
sdom1348,11348,Sol Flower,Baechigi
sdom1347,11347,Sexy,Babyvox
sdom1346,11346,"He Said, She Said",Ashley Tisdale
sdom1345,11345,臭皮匠,陳小春
sdom1344,11344,不在服務區,陳小春
sdom1343,11343,自我做主,陳小春
sdom1342,11342,回音,郭靜
sdom1341,11341,感冒,郭靜
sdom1340,11340,大玩笑,郭靜
sdom1339,11339,下一個天亮,郭靜
sdom1338,11338,放電,范瑋琪
sdom1337,11337,再聯絡,范瑋琪
sdom1336,11336,一顆心的距離,范瑋琪
sdom1335,11335,尋找茱麗葉,吳健豪
sdom1334,11334,自己的節奏,吳建豪
sdom1333,11333,Lucky Me,吳建豪
sdom1332,11332,我不是自己,吳建豪
sdom1331,11331,愛?,蔡旻佑
sdom1330,11330,台北21度C,蔡旻佑
sdom1329,11329,我要用一首Demo跟你告白,蔡旻佑
sdom1328,11328,希區考特作品152,蔡旻佑
sdom1327,11327,阿姆斯壯,蔡旻佑
sdom1326,11326,我回來了,蔡旻佑
sdom1310,11310,全都噓聲,Jewelry
sdom1309,11309,瘋了,MC夢
sdom1308,11308,NoNoNo,PK Heman
sdom1307,11307,Lucky,Wax
sdom1306,11306,Bad Boy,孫丹菲
sdom1305,11305,普派進行曲Remix,久游
sdom1304,11304,Kiss Me,H Eugene
sdom1303,11303,哥哥的心,Ez-Life
sdom1302,11302,Adrenaline,Buga Kingz
sdom1301,11301,Kiss Me,As One
sdom1300,11300,1-1234 Back,A star
sdom1299,11299,卡農Remix,久游
sdom1298,11298,穿越時空的愛戀,玩家原創
sdom1297,11297,不相信,聽Me
sdom1296,11296,Super Star,超新星
sdom1295,11295,RUN,神話
sdom1294,11294,night of fire,玩家原創
sdom1293,11293,Selfish Love,LEXY
sdom1292,11292,Ma People,LEXY
sdom1291,11291,Zza Zza La,As one
sdom1290,11290,CRAZY GONNA CRAZY,T.R.F
sdom1289,11289,magic,MEG
sdom1288,11288,DANDAAN,KREVA
sdom1287,11287,Show time,twenty
sdom1286,11286,For no one,9U
sdom1285,11285,happy happy,宋寶蘭
sdom1284,11284,都会っ子 纯情,℃-ute
sdom1283,11283,致命病毒Remix,久游
sdom1282,11282,ダーリン I LOVE YOU,Berryz工房
sdom1281,11281,Blood on Fire,Aaa
sdom1280,11280,好心情,李玟
sdom1279,11279,冥想愛,李玟
sdom1278,11278,Do you want my love,李玟
sdom1277,11277,撒哈拉冰室,李玟
sdom1276,11276,No Doubt,李玟
sdom1275,11275,刀馬旦,李玟
sdom1274,11274,U + Ur Hand,Pink
sdom1273,11273,Crazy in Love,Beyonce
sdom1272,11272,Hound Dog,Elvis Presley
sdom1271,11271,Survivor,Destiny's Child
sdom1270,11270,孤單芭蕾,許慧欣
sdom1269,11269,誰是MVP,潘瑋柏
sdom1268,11268,119,大嘴巴
sdom1267,11267,大嘴巴,大嘴巴
sdom1266,11266,我就是喜歡你,大嘴巴
sdom1265,11265,Step On The Beat,大嘴巴
sdom1264,11264,結果咧,大嘴巴
sdom1263,11263,Get You Back,大嘴巴
sdom1262,11262,Sway,The Pussycat Dolls
sdom1261,11261,愛上未來的你,潘瑋柏
sdom1260,11260,PK賽,戴愛玲
sdom1259,11259,愛自己,戴愛玲
sdom1258,11258,愛的勇氣,賴雅妍
sdom1257,11257,快樂的人請舉手,彭佳慧
sdom1256,11256,敲敲我的頭,彭佳慧
sdom1255,11255,愛的就是你,王力宏
sdom1254,11254,愛你喲,楊家成&小雅
sdom1253,11253,就是你,范瑋琪
sdom1252,11252,靠近一點點,Lara
sdom1251,11251,初戀粉色系,南拳媽媽
sdom1250,11250,我要的世界,王傅一
sdom1249,11249,臭男人,黃義達
sdom1248,11248,因為你笑了,DR.MOON
sdom1247,11247,快點來愛我,李玖哲
sdom1246,11246,不愛拉倒,胡靈
sdom1245,11245,動,吳克群
sdom1244,11244,音樂讓我說,吳克群
sdom1243,11243,什麼東西,吳克群
sdom1242,11242,情人節,吳克群
sdom1241,11241,為你寫詩,吳克群
sdom1238,11238,四季Remix,久游
sdom1237,11237,MonStAR,平野綾
sdom1236,11236,狂潮Remix,久游
sdom1235,11235,為你唱的歌,SS501
sdom1234,11234,God Know,平野綾
sdom1233,11233,Turbo,黑貓
sdom1232,11232,STAY,STAY
sdom1231,11231,Deja Vu,玩家原創
sdom1230,11230,警報Remix,久游
sdom1229,11229,BadX,Techno Sensation
sdom1228,11228,SAS,玩家原創
sdom1227,11227,crash,matt willis
sdom1226,11226,天空Remix,久游
sdom1225,11225,舞以倫比Remix,久游
sdom1224,11224,自殺Remix,久游
sdom1223,11223,Onoken,玩家原創
sdom1222,11222,black dragon,玩家原創
sdom1221,11221,Through the Fire and Flames,玩家原創
sdom1220,11220,Gravitation,玩家原創
sdom1219,11219,永恆Remix,久游
sdom1216,11216,Wrong When You're Gone,Jennifer Lopez
sdom1215,11215,Be Mine,Jennifer Lopez
sdom1214,11214,I Need Love,Jennifer Lopez
sdom1213,11213,Gotta Be There,Jennifer Lopez
sdom1212,11212,Hold It Don't Drop It,Jennifer Lopez
sdom1211,11211,Brave,Jennifer Lopez
sdom1210,11210,Do it well,Jennifer Lopez
sdom1209,11209,Any Other Way,Backstreet Boys
sdom1208,11208,Everything But Mine,Backstreet Boys
sdom1207,11207,Panic,Backstreet Boys
sdom1206,11206,As Long As You Love Me,Backstreet Boys
sdom1205,11205,Everybody,Backstreet Boys
sdom1204,11204,Perfect Lover,Britney Spears
sdom1203,11203,Ooh Ooh Baby,Britney Spears
sdom1202,11202,Hot as Ice,Britney Spears
sdom1201,11201,Toy Soldier,Britney Spears
sdom1200,11200,Freakshow,Britney Spears
sdom1199,11199,En Tus Pupilas,Shakira
sdom1198,11198,Cross,鹹素媛
sdom1197,11197,危險的演出,蔡妍
sdom1196,11196,亂世巨星,陳小春
sdom1195,11195,Express,XING-T
sdom1194,11194,傻瓜,seeya
sdom1193,11193,Don't Stop The Music,Rihana
sdom1192,11192,努力吧,Riaa
sdom1191,11191,新世界Remix,久游
sdom1190,11190,weeeek,news
sdom1189,11189,It's Ok,Dj Maxwell
sdom1188,11188,I Love You,Eight
sdom1187,11187,周大俠,周杰倫
sdom1186,11186,L.U.V,Eugene
sdom1185,11185,動,吳克群
sdom1184,11184,Black Engine,張根錫
sdom1183,11183,便宜點吧,烏龜
sdom1182,11182,Sing lala,烏龜
sdom1181,11181,My Name,烏龜
sdom1180,11180,H-Eugene vs MC 夢,H-Eugene
sdom1179,11179,I Love You,Mighty Mouse
sdom1178,11178,媽媽咪呀,嘜阿喜
sdom1177,11177,Fast Food Song,9YOU
sdom1176,11176,i like that,Namolla Family
sdom1175,11175,Melody,Tony An
sdom1174,11174,abracadabra,tiggy
sdom1173,11173,Reason,玉置成實
sdom1172,11172,La Papa Pingouin,嘜阿喜
sdom1171,11171,The Cradle Song,Jewelry
sdom1170,11170,Love,Brown Eyed Girls
sdom1169,11169,Fortune,玉置成實
sdom1168,11168,Black Trinity,天原神音
sdom1167,11167,boys and girls,頭號人物
sdom1166,11166,One of Those Girls,Avril Lavigne
sdom1165,11165,小豬搞笑秀,証聲
sdom1164,11164,貓言貓語,証聲
sdom1163,11163,魔法小兔兔,証聲
sdom1162,11162,狐狸的派對,証聲
sdom1161,11161,熊貓蹦蹦跳,証聲
sdom1160,11160,淘氣小浣熊,証聲
sdom1159,11159,馬戲團猴子,証聲
sdom1158,11158,神犬水汪汪,証聲
sdom1157,11157,I Don't Have to Try,Avril Lavigne
sdom1156,11156,Get High,頭號人物
sdom1155,11155,日場夜場,莫文蔚
sdom1154,11154,VIP,頭號人物
sdom1153,11153,單眼皮,楊丞琳
sdom1152,11152,養我一輩子,川島茉樹代
sdom1151,11151,稍息立正站好,范曉萱
sdom1150,11150,小叮噹,范曉萱
sdom1149,11149,健康歌,范曉萱
sdom1137,11137,Radar,Britney Spears
sdom1136,11136,Contagious,Avril Lavigne
sdom1135,11135,H.O.T,Avril
sdom1134,11134,The Best Damn Thing,Avril Lavigne
sdom1133,11133,I can do better,Avril Lavigne
sdom1132,11132,Gimme More,Britney Spears
sdom1131,11131,Break the Ice,Britney Spears
sdom1130,11130,Lovestoned,Justin Timberlake
sdom1129,11129,My Love,Justin Timberlake
sdom1128,11128,SexyBack,Justin Timberlake
sdom1127,11127,Like I Love You,賈斯汀
sdom1126,11126,Lucky,Britney Spears
sdom1125,11125,Everytime,Britney Spears
sdom1124,11124,When You're Gone,Avril Lavigne
sdom1123,11123,don't tell me,Avril Lavigne
sdom1122,11122,my happy ending,Avril Lavigne
sdom1120,11120,I believe,Tata Young
sdom1119,11119,鬥牛要不要,TANK
sdom1118,11118,INVOKE,T.M.Revolution
sdom1117,11117,DREAMS,Romantic mode
sdom1116,11116,絲路,梁靜茹
sdom1115,11115,I Am The Best,2NE1
sdom1114,11114,Midnight,Beast
sdom1113,11113,Fanstatic Baby,Bigbang
sdom1112,11112,Monster,Bigbang
sdom1111,11111,Electric Shock,f(x)
sdom1106,11106,下雪的夜晚,神話
sdom1105,11105,月亮代表我的心裡有問題,三角COOL
sdom1099,11099,等待,高耀太
sdom1085,11085,最後的問候,Bigbang
sdom1084,11084,傻瓜,BigBang
sdom1083,11083,Crazy Dog,BigBang
sdom1071,11071,幸福氧氣,卓文萱
sdom1070,11070,just communication,TWO MAX
sdom1069,11069,彗星,允河
sdom1067,11067,一支獨秀,羅志祥
sdom1062,11062,PASIO,島谷
sdom1061,11061,當我們宅一塊,羅志祥
sdom1056,11056,觸電,芭比娃娃
sdom1050,11050,誰愛誰,張韶涵
sdom1049,11049,樂園,張韶涵
sdom1048,11048,頭號甜心,張韶涵
sdom1047,11047,不想懂得,張韶涵
sdom1046,11046,我戀愛了,張韶涵
sdom1045,11045,我愛黑澀會,黑澀會美眉
sdom1044,11044,我要愛的好,黑澀會美眉
sdom1043,11043,幸福的泡泡,黑澀會美眉
sdom1042,11042,范范之輩,范瑋琪
sdom1041,11041,黑暗面,范瑋琪
sdom1040,11040,哲學家,范瑋琪
sdom1039,11039,仨人,郭靜&張韶涵&范瑋琪
sdom1038,11038,俄羅斯戀人,証聲
sdom1036,11036,鬥琴,証聲
sdom1035,11035,女神變奏曲,証聲
sdom1034,11034,小貓咪圓舞曲,証聲
sdom1033,11033,搗蛋天使,証聲
sdom1032,11032,蛻變,証聲
sdom1031,11031,漫步在雲端,証聲
sdom1023,11023,去吧愛,張慧珍
sdom1017,11017,玩酷,潘瑋柏
sdom1010,11010,淘氣女孩,裴澀琪
sdom1005,11005,來過倒,Super Junior
sdom1002,11002,日之夏,GOLF MIKE
sdom1000,11000,謊言,BigBang
sdom0998,10998,聖少女領域,ALI PROJECT
sdom0997,10997,Everything Back But You,Avril Lavigne
sdom0996,10996,有沒有像我這樣的人,Super Junior
sdom0987,10987,窮開心,花兒樂團
sdom0985,10985,牛仔很忙,周杰倫
sdom0984,10984,月牙灣,飛兒樂團
sdom0982,10982,日不落,蔡依林
sdom0975,10975,危險天使,陳崴
sdom0974,10974,Waiting for me,李玟
sdom0973,10973,完美比例,楊丞琳
sdom0972,10972,第二個自己,楊丞琳
sdom0971,10971,缺氧,楊丞琳
sdom0970,10970,任意門,楊丞琳
sdom0969,10969,愛的鼓動,王力宏
sdom0968,10968,你是我心內的一首歌,王力宏
sdom0967,10967,我們的歌,王力宏
sdom0966,10966,迦南美地,劉耕宏
sdom0965,10965,甜蜜柏拉圖,劉耕宏
sdom0964,10964,江南,林俊傑
sdom0963,10963,小手拉大手,梁靜茹
sdom0962,10962,雪絨花,金莎
sdom0961,10961,亞森羅蘋,金莎
sdom0960,10960,簡簡單單,林俊傑
sdom0959,10959,豆漿油條,林俊傑
sdom0958,10958,就是愛,蔡依林
sdom0957,10957,說愛你,蔡依林
sdom0956,10956,愛情36計,蔡依林
sdom0945,10945,進化論,林俊傑
sdom0944,10944,WU LA LA,金莎
sdom0943,10943,Came Alone,証聲
sdom0942,10942,Droid Mix,証聲
sdom0941,10941,Destroyer Model,証聲
sdom0940,10940,Ocean Dream 3,証聲
sdom0939,10939,KEYWORDS,証聲
sdom0938,10938,Without you,証聲
sdom0937,10937,In Belize,証聲
sdom0936,10936,Snowman,証聲
sdom0935,10935,Dance Prince,証聲
sdom0934,10934,Stars Above,証聲
sdom0933,10933,Das Happy tune,証聲
sdom0932,10932,Eurospeed,証聲
sdom0931,10931,DJ KID,証聲
sdom0930,10930,Happy DJ,証聲
sdom0929,10929,Move your body,証聲
sdom0928,10928,Look for love,証聲
sdom0927,10927,Round House,証聲
sdom0926,10926,Generic,証聲
sdom0925,10925,愛在哪裡,王力宏
sdom0924,10924,不完整的旋律,王力宏
sdom0923,10923,Cockney Girl,王力宏
sdom0922,10922,落葉歸根,王力宏
sdom0920,10920,Never Let You Go,吳建豪
sdom0919,10919,幻想這愛,吳建豪
sdom0918,10918,零時差,吳建豪
sdom0917,10917,Friday Night,吳建豪
sdom0916,10916,Just One Dance,吳建豪
sdom0915,10915,我的王國,吳建豪
sdom0914,10914,I Miss You,柯有綸
sdom0913,10913,welcome to my world,柯有綸
sdom0912,10912,黃皮膚,柯有綸
sdom0911,10911,天使戰將,劉耕宏
sdom0910,10910,碎碎念,劉耕宏
sdom0909,10909,壞朋友,劉耕宏
sdom0908,10908,編號89757,林俊傑
sdom0907,10907,第二天堂,林俊傑
sdom0906,10906,無人島,李玟
sdom0897,10897,Runaway,Avril Lavigne
sdom0896,10896,離開地球表面,五月天
sdom0894,10894,改變自己,王力宏
sdom0887,10887,中國話,S.H.E
sdom0882,10882,Baby Cat,李孝利
sdom0837,10837,Watch the trap！Yes Sir,5566
sdom0836,10836,看著我,易吉綱
sdom0835,10835,將你遺忘,易吉綱
sdom0834,10834,迷迭香,周杰倫
sdom0833,10833,千里之外,周杰倫
sdom0832,10832,一路向北,周杰倫
sdom0831,10831,飄移,周杰倫
sdom0830,10830,珊瑚海,周杰倫
sdom0829,10829,浪漫手機,周杰倫
sdom0828,10828,四面楚歌,周杰倫
sdom0827,10827,七里香,周杰倫
sdom0826,10826,東風破,周杰倫
sdom0825,10825,三年二班,周杰倫
sdom0824,10824,爺爺泡的茶,周杰倫
sdom0823,10823,雙節棍,周杰倫
sdom0822,10822,威廉古堡,周杰倫
sdom0821,10821,爸我回來了,周杰倫
sdom0820,10820,愛在西元前,周杰倫
sdom0819,10819,鬥牛,周杰倫
sdom0736,10736,人來瘋,溫嵐
sdom0735,10735,一代公主,施文彬
sdom0734,10734,你老母卡好,康晉榮
sdom0733,10733,快樂鳥日子,康晉榮
sdom0732,10732,恁姐仔住市內,康晉榮
sdom0731,10731,1234,強辯
sdom0730,10730,脫掉,杜德偉
sdom0729,10729,裙擺搖搖,李心潔
sdom0728,10728,自由,李心潔
sdom0727,10727,老子說,吳克群
sdom0726,10726,天使,五月天
sdom0725,10725,最重要的小事,五月天
sdom0724,10724,為愛而生,五月天
sdom0723,10723,寵上天,五月天
sdom0722,10722,瘋狂世界,五月天
sdom0721,10721,軋車,五月天
sdom0720,10720,我又初戀了,五月天
sdom0719,10719,快樂很偉大,五月天
sdom0718,10718,Shabu Shabu,2moro
sdom0717,10717,我愛台妹,MC HotDog
sdom0704,10704,墜落天使,徐懷鈺
sdom0703,10703,My Kingdom,吳建豪
sdom0696,10696,請你恰恰,汪佩蓉&酷龍
sdom0695,10695,暴風Remix,久游
sdom0692,10692,Tonight,高耀太
sdom0691,10691,Like This 13,高耀太
sdom0665,10665,完美的互動,王力宏&Rain
sdom0664,10664,要定你,李玟
sdom0663,10663,招牌動作,蔡依林
sdom0662,10662,看我72變,蔡依林
sdom0661,10661,被風吹過的夏天,林俊傑&金莎
sdom0660,10660,親親,梁靜茹
sdom0659,10659,戀愛達人,羅志祥&小S
sdom0658,10658,垃圾桶,羅志祥
sdom0657,10657,肝功能衰竭,旺福
sdom0656,10656,水蜜桃輓歌,旺福
sdom0655,10655,迷你裙,旺福
sdom0654,10654,搬家,梁詠琪
sdom0653,10653,在每一秒裡都想見到你,王力宏
sdom0652,10652,整晚的音樂,庾澄慶
sdom0651,10651,讓我一次愛個夠,庾澄慶
sdom0650,10650,Shining Kiss,黑澀會美眉
sdom0649,10649,TIC TAC TOE,徐婕兒
sdom0648,10648,寓言,張韶涵
sdom0647,10647,Mama Mama,張韶涵
sdom0646,10646,喜歡你沒有道理,張韶涵
sdom0606,10606,乖乖,櫻桃幫
sdom0605,10605,I wanna rock,櫻桃幫
sdom0604,10604,再見我的愛,櫻桃幫
sdom0603,10603,清新早晨,櫻桃幫
sdom0602,10602,Shake it baby,黑澀會美眉
sdom0601,10601,潘朵拉,張韶涵
sdom0600,10600,歐若拉,張韶涵
sdom0599,10599,尋寶,張韶涵
sdom0598,10598,小丑世界,櫻桃幫
sdom0597,10597,兩隻戀人,曹格
sdom0596,10596,把愛放開,F.I.R.
sdom0595,10595,無限,F.I.R
sdom0594,10594,千年之戀,飛兒樂隊
sdom0593,10593,我們的愛,F.I.R
sdom0592,10592,不敵,不敵
sdom0591,10591,目黑,9you
sdom0590,10590,地下街,9YOU
sdom0589,10589,搖滾叛徒,9YOU
sdom0588,10588,PARA PARA SAKURA,郭富城
sdom0587,10587,唱這歌,郭富城
sdom0586,10586,一變傾城,郭富城
sdom0585,10585,sailor and machine gun,郭富城
sdom0584,10584,失意諒解備忘錄,9you
sdom0583,10583,無忌,無忌
sdom0582,10582,薛凱琪,薛凱琪
sdom0581,10581,糖不甩,9you
sdom0580,10580,奇洛李維斯回信,9YOU
sdom0579,10579,小峽谷,9YOU
sdom0578,10578,比堅尼,梁詠琪
sdom0577,10577,煞科,鄭秀文
sdom0576,10576,獨家試唱,鄭秀文
sdom0575,10575,愛是…,9you
sdom0574,10574,小心女人,9YOU
sdom0573,10573,遇上愛,楊丞琳
sdom0572,10572,睜一隻眼閉一隻眼,蔡依林
sdom0571,10571,甜心咒,楊丞琳
sdom0570,10570,慶祝,楊丞琳
sdom0569,10569,夢不落帝國,蔡旻佑
sdom0568,10568,靜靜的,庾澄慶
sdom0567,10567,愛在85度C,李玟
sdom0566,10566,Hip Hop Tonight,李玟
sdom0489,10489,Shut Up,The Black Eyed Peas
sdom0488,10488,Special Angel,高耀太
sdom0475,10475,girlfriend,Avril Lavigne
sdom0472,10472,My Humps,The Black Eyed Peas
sdom0460,10460,ariari,李貞賢
sdom0456,10456,負擔,白智英
sdom0449,10449,梁山伯與朱麗葉,卓文萱
sdom0448,10448,本草綱目,周杰倫
sdom0446,10446,正反合,Dong Bang Shin Ki
sdom0443,10443,愛上愛的味道,張韶涵
sdom0442,10442,失憶,梁靜茹
sdom0439,10439,真愛,羅百吉
sdom0438,10438,延長比賽,TANK
sdom0436,10436,Isn't It Strange,SamanthaMumba
sdom0415,10415,scenario,張佑赫
sdom0414,10414,Elva Is Back,蕭亞軒
sdom0413,10413,將軍令,吳克群
sdom0412,10412,彩虹的微笑,王心凌
sdom0411,10411,how are you,潘瑋柏
sdom0410,10410,我的果汁分你一半,花兒樂隊
sdom0409,10409,西廂,後弦
sdom0408,10408,I Love Rock & Roll,高耀太
sdom0407,10407,我有我的young,飛輪海
sdom0406,10406,All about us,Tatu
sdom0405,10405,hips don't lie,Shakira
sdom0404,10404,animal city,shakira
sdom0403,10403,Ice Cream,MCMong
sdom0402,10402,sitting down here,lene marlin
sdom0401,10401,On the Radio,groove coverage
sdom0400,10400,moonlight shadow（REMIX）,groove coverage
sdom0399,10399,雨櫻花,F.I.R
sdom0398,10398,Bigbang,Bigbang
sdom0397,10397,Crazy in love,Battle
sdom0396,10396,In The Future,AsOne
sdom0371,10371,玩偶,璽恩
sdom0370,10370,棋逢敵手,璽恩
sdom0369,10369,時尚工業,璽恩
sdom0368,10368,鴛鴦大盜,証聲
sdom0367,10367,澎湃,証聲
sdom0366,10366,我不在乎,証聲
sdom0365,10365,異想天開,証聲
sdom0364,10364,多管閒事,証聲
sdom0363,10363,跳一跳,証聲
sdom0362,10362,手帕交,証聲
sdom0361,10361,證明你的愛,証聲
sdom0360,10360,藉口,証聲
sdom0359,10359,要讓你知道,証聲
sdom0358,10358,嗚啦啦,証聲
sdom0357,10357,未來式,証聲
sdom0356,10356,cry me a river,賈斯丁
sdom0355,10355,Fighter,MinWoo
sdom0354,10354,Set me free,輝星
sdom0353,10353,GOOD LOVE,tym
sdom0352,10352,說一聲再見,9you
sdom0351,10351,彩鈴王,9U
sdom0350,10350,咚咚咚痛快,9you
sdom0349,10349,Christmas in my heart,Sarah connor
sdom0348,10348,雪聖誕,S.E.S
sdom0330,10330,唯舞獨尊(remix串燒 ),蔡依琳
sdom0329,10329,巴不得,泳兒
sdom0328,10328,感應,泳兒
sdom0327,10327,我的驕傲,容祖兒
sdom0326,10326,2001太空漫遊,陳奕迅
sdom0323,10323,感覺蘇豪,吳浩康
sdom0322,10322,打得火熱,陳奕迅
sdom0320,10320,八十塊環遊世界,Twins
sdom0319,10319,新奇古巴,証聲
sdom0318,10318,狂熱,9you
sdom0317,10317,喵的咧！,9you
sdom0316,10316,王牌大騙子,9you
sdom0315,10315,你是我的唯一,9you
sdom0314,10314,絕妙好戲,9you
sdom0313,10313,Mr.Q,蔡依林
sdom0312,10312,唇唇欲動,蔡依林
sdom0311,10311,音浪,黃立行
sdom0310,10310,太美麗,陶喆
sdom0309,10309,天灰灰的,周杰倫
